SpliceID	Histology
PEG3:56833290-56833420_56826387-56826463_56836017-56836104	H3.1 K28
ATM:108224784-108224871_108223115-108223186_108227594-108227696	H3.1 K28
APBB2:40935077-40935139_40934613-40934699_40944864-40945070	H3.1 K28
DCAF6:168019545-168019667_168004532-168004793_168022987-168024050	H3.1 K28
SMC6:17752978-17753064_17745826-17745951_17753625-17753773	H3.1 K28
VEZT:95298862-95298943_95296050-95296258_95300164-95300562	H3.1 K28
TIAL1:119576847-119576905_119576610-119576750_119577079-119577214	H3.1 K28
ITGA7:55700262-55700393_55699869-55699989_55700898-55701154	H3.1 K28
ABCC4:95266112-95266264_95247642-95247753_95301240-95301302	H3.1 K28
NCOR1:16087172-16087345_16086398-16086442_16091862-16091918	H3.1 K28
TTLL5:75906555-75906677_75902141-75902224_75954423-75954828	H3.1 K28
SH3BP2:2809779-2809829_2793070-2793138_2820613-2820753	H3.1 K28
LRIF1:110951288-110952815_110949850-110950123_110963620-110963922	H3.1 K28
LINC01278:63509944-63510079_63432363-63432491_63516909-63517082	H3.1 K28
GAPVD1:125295458-125295574_125261910-125261959_125298889-125299106	H3.1 K28
TIMM17B:48895352-48895454_48895037-48895101_48896758-48896858	H3.1 K28
TIMM17B:48895352-48895972_48895037-48895101_48896758-48896858	H3.1 K28
RPS9:54206553-54206724_54206275-54206462_54207397-54207522	H3.1 K28
EIF4H:74190247-74190306_74189821-74189918_74194740-74194878	H3.1 K28
IDH3A:78156908-78157162_78155212-78155275_78157547-78157631	H3.1 K28
CHCHD7:56212762-56212909_56211755-56211837_56214597-56214667	H3.1 K28
ERBIN:66072169-66072291_66053405-66054951_66076315-66076408	H3.1 K28
ST3GAL6:98771121-98771190_98770878-98770956_98772812-98772916	H3.1 K28
PTPA:129127964-129128068_129123051-129123138_129128984-129129110	H3.1 K28
GOLGA4:37361243-37361305_37355100-37355187_37366079-37366879	H3.1 K28
AGTRAP:11746127-11746223_11745800-11745837_11747439-11747545	H3.1 K28
UBXN11:26300926-26301024_26297961-26298062_26301693-26301722	H3.1 K28
UBXN11:26300926-26301053_26297961-26298062_26301693-26301722	H3.1 K28
RSRP1:25244454-25244498_25243549-25243633_25245149-25245301	H3.1 K28
YKT6:44211554-44211604_44211022-44211124_44212246-44212595	H3.1 K28
PREPL:44359497-44359750_44346267-44346390_44361379-44361806	H3.1 K28
PREPL:44359497-44360038_44346267-44346390_44361379-44361494	H3.1 K28
FXR1:180971075-180971155_180970157-180970358_180975312-180975404	H3.1 K28
UBE2D3:102809068-102809159_102802560-102802638_102809671-102809703	H3.1 K28
MRPL33:27774424-27774530_27772673-27772692_27779432-27779697	H3.1 K28
SRP9:225789034-225789141_225783299-225783368_225789239-225789524	H3.1 K28
STAT1:190975310-190975434_190974829-190974932_190975811-190975887	H3.1 K28
SNRPN:24967029-24967152_24962113-24962209_24967931-24968082	H3.1 K28
CYRIB:129904499-129904585_129903311-129903350_129970942-129970972	H3.1 K28
SUGP2:18993638-18993740_18990887-18991149_18994365-18994486	H3.1 K28
SUGP2:18993648-18993740_18990889-18991149_18994365-18995280	H3.1 K28
PPP2R2B:147040717-147040805_146701044-146701142_147055664-147055931	H3.1 K28
DDR1:30885625-30885680_30884352-30884710_30888687-30888814	H3.1 K28
MLF1:158588852-158588924_158571172-158571391_158592433-158592581	H3.1 K28
MLF1:158588852-158588924_158571260-158571347_158592433-158592581	H3.1 K28
MON2:62566014-62566031_62565236-62565380_62566321-62566450	H3.1 K28
GFAP:44910092-44910260_44907316-44908149_44910614-44910658	H3.1 K28
GFAP:44910141-44910260_44908063-44908149_44910614-44910658	H3.1 K28
GFAP:44910226-44910260_44908063-44908149_44910614-44910658	H3.1 K28
HNRNPC:21262601-21262768_21233952-21234229_21263310-21263336	H3.1 K28
MIR9-1HG:156407842-156407975_156404252-156404601_156414653-156414753	H3.1 K28
SDF2:28651486-28651577_28648924-28649276_28655286-28655483	H3.1 K28
VAPA:9944924-9945058_9936985-9937066_9950394-9950568	H3.1 K28
ZDBF2:206292011-206292116_206281800-206281909_206297245-206297373	H3.1 K28
ZDBF2:206292014-206292116_206281800-206281909_206297245-206297373	H3.1 K28
ANK2:113151080-113151124_112904454-112904514_113174415-113174517	H3.1 K28
RCOR3:211312355-211312487_211304010-211304140_211312719-211312819	H3.1 K28
GLB1:33077094-33077237_33072543-33072713_33097010-33097202	H3.1 K28
CCDC91:28304626-28304711_28259363-28259442_28305648-28305779	H3.1 K28
SRP9:225789034-225789141_225786861-225786985_225789239-225789524	H3.1 K28
MLF1:158588860-158588924_158571193-158571347_158592433-158592581	H3.1 K28
NRCAM:108168277-108168402_108160360-108160492_108176429-108176606	H3.1 K28
FAT3:92889856-92889891_92886864-92887113_92890490-92890626	H3.1 K28
AAK1:69480860-69480961_69465845-69466551_69495984-69496080	H3.1 K28
MACF1:39083363-39083417_39081315-39081543_39084166-39084438	H3.1 K28
PLSCR4:146223733-146223777_146222064-146222092_146250959-146251083	H3.1 K28
NR4A1:52052474-52052645_52051458-52051568_52054326-52054882	H3.1 K28
MYCBP2:77103209-77103310_77097369-77099013_77121372-77121495	H3.1 K28
NEU4:241813333-241813513_241810934-241811461_241814481-241814685	H3.1 K28
IDS:149491538-149491667_149490313-149490440_149496345-149496516	H3.1 K28
UBA1:47198167-47198355_47193836-47194024_47198802-47198919	H3.1 K28
CARD8:48238383-48238526_48233820-48234543_48240961-48241063	H3.1 K28
ADGRE5:14396342-14396473_14390923-14391079_14397657-14397804	H3.1 K28
HMGN1:39347379-39347483_39345145-39345274_39348291-39348339	H3.1 K28
MORF4L1:78884967-78885083_78880511-78880579_78886140-78886227	H3.1 K28
COPS5:67047768-67047859_67045811-67045960_67051229-67051341	H3.1 K28
NDUFS4:53604724-53604895_53603451-53603530_53646232-53646405	H3.1 K28
SCRG1:173389595-173389892_173388161-173388395_173391172-173391428	H3.1 K28
HNRNPD:82354895-82355001_82353833-82354154_82355303-82355401	H3.1 K28
MTMR14:9697711-9697866_9689963-9690143_9701789-9702216	H3.1 K28
HP1BP3:20780350-20780540_20779811-20779911_20787194-20787323	H3.1 K28
VDAC2:75217888-75217991_75214020-75214070_75219062-75219215	H3.1 K28
GPS1:82052256-82052459_82051896-82051964_82053273-82053366	H3.1 K28
GPS1:82052259-82052459_82051896-82051964_82053273-82053366	H3.1 K28
GPS1:82052375-82052459_82051874-82051964_82053273-82053366	H3.1 K28
GPS1:82052378-82052459_82051896-82051964_82053273-82053366	H3.1 K28
MOBP:39502535-39502876_39502065-39502275_39513382-39513606	H3.1 K28
MOBP:39502535-39502914_39502062-39502275_39513382-39513512	H3.1 K28
RANBP3:5951393-5951596_5941798-5941835_5957917-5957968	H3.1 K28
CCNL2:1392790-1392803_1390765-1390865_1393395-1393460	H3.1 K28
FDPS:155309753-155309965_155308913-155308965_155310042-155310205	H3.1 K28
FDPS:155309789-155309965_155308865-155308965_155310042-155310205	H3.1 K28
SNRPN:24958738-24958868_24920010-24920124_24962113-24962209	H3.1 K28
SNRPN:24974642-24974957_24974310-24974456_24975357-24975509	H3.1 K28
ENSG00000285791:66453710-66453840_66451952-66452105_66454058-66454157	H3.1 K28
OGFOD3:82394331-82394543_82392009-82392534_82398195-82398319	H3.1 K28
ODF2:128457198-128457437_128456100-128456255_128459566-128459657	H3.1 K28
NDRG2:21018627-21018663_21018456-21018504_21018762-21018814	H3.1 K28
FAM204A:118322305-118322411_118311206-118311313_118326153-118326243	H3.1 K28
R3HDM2:57292572-57292649_57289008-57289040_57295398-57295479	H3.1 K28
GFAP:44904766-44905149_44904441-44904554_44908063-44908134	H3.1 K28
SNHG29:16439532-16439703_16439326-16439414_16440184-16440253	H3.1 K28
SNHG29:16439581-16439703_16439077-16439414_16440184-16440253	H3.1 K28
IVNS1ABP:185306485-185306625_185305535-185305643_185307013-185307139	H3.1 K28
ZNF528:52414204-52414368_52406514-52406643_52415123-52418403	H3.1 K28
PON2:95434259-95434333_95424514-95424585_95434877-95434951	H3.1 K28
MORF4L1:78884970-78885083_78880511-78880579_78886140-78886227	H3.1 K28
ST3GAL3:43824731-43824892_43814890-43814933_43838218-43838311	H3.1 K28
KRBOX4:46471142-46471185_46463197-46463293_46472749-46474639	H3.1 K28
POC1B:89497039-89497342_89492074-89492115_89525119-89525204	H3.1 K28
POC1B:89497171-89497342_89491935-89492115_89525119-89525204	H3.1 K28
ATP5MG:118405657-118405709_118401609-118401717_118406936-118407097	H3.1 K28
VPS35L:19611728-19611798_19610321-19610415_19616113-19616191	H3.1 K28
SEC22C:42563765-42563980_42563522-42563686_42568864-42569073	H3.1 K28
FGFR1:38423025-38423175_38421796-38421941_38424508-38424699	H3.1 K28
DCAKD:45033935-45034042_45030091-45030179_45034186-45034390	H3.1 K28
STIM2:27019400-27021068_27017710-27017984_27022518-27023947	H3.1 K28
AGPAT4:161165577-161165713_161154148-161154310_161166247-161166417	H3.1 K28
SNX17:27373040-27373113_27372622-27372740_27373246-27373311	H3.1 K28
CAST:96740745-96740783_96740037-96740118_96741265-96741317	H3.1 K28
KPNA1:122457726-122457848_122453869-122454001_122461223-122461318	H3.1 K28
DNAJC24:31408110-31408330_31370806-31370859_31414810-31414949	H3.1 K28
ZNF195:3373577-3373675_3371576-3371703_3379037-3379139	H3.1 K28
BTBD1:83028616-83028728_83020674-83020762_83030135-83030328	H3.1 K28
YARS1:32797592-32797638_32791161-32791254_32797762-32797843	H3.1 K28
RIC8B:106874481-106874567_106870822-106870942_106885903-106887284	H3.1 K28
UQCRC2:21961328-21961465_21958534-21958599_21962459-21962510	H3.1 K28
ENSG00000285043:30066885-30067038_30064423-30064505_30067233-30067366	H3.1 K28
CFDP1:75391380-75391508_75305023-75305182_75395089-75395136	H3.1 K28
ABI3BP:100862838-100862909_100862310-100862385_100864832-100864907	H3.1 K28
PITRM1:3143606-3143731_3143388-3143501_3144291-3144366	H3.1 K28
ANKS3:4726979-4727177_4726658-4726780_4729979-4730151	H3.1 K28
STEAP3:119230620-119231034_119223833-119223888_119245488-119245988	H3.1 K28
ALG5:36967672-36967807_36965574-36965726_36971976-36972036	H3.1 K28
NELFA:2006998-2007199_1991587-1991715_2008749-2008848	H3.1 K28
BLCAP:37521319-37521451_37517417-37519350_37527792-37527878	H3.1 K28
IDS:149502075-149502177_149500948-149501037_149503311-149503489	H3.1 K28
NLGN3:71153477-71153536_71147549-71148206_71155213-71155363	H3.1 K28
TCF3:1612207-1612430_1610964-1611849_1615284-1615821	H3.1 K28
TCF3:1612207-1612433_1609289-1611849_1615284-1615485	H3.1 K28
THTPA:23556743-23557304_23556006-23556343_23558694-23559574	H3.1 K28
HNRNPA2B1:26197831-26197866_26197621-26197732_26200571-26200746	H3.1 K28
PTRH2:59698871-59700189_59697307-59697978_59707370-59707626	H3.1 K28
SRSF7:38748898-38749346_38748578-38748653_38749528-38749705	H3.1 K28
RHOT1:32209350-32209445_32208106-32208309_32211115-32211238	H3.1 K28
SPP1:87977662-87977850_87977058-87977097_87980045-87980126	H3.1 K28
RAB28:13369871-13369965_13367723-13368650_13376544-13376622	H3.1 K28
DLG1:197076586-197076685_197075836-197075870_197081050-197081117	H3.1 K28
MAP2:209704450-209704620_209700276-209700338_209705579-209705690	H3.1 K28
PLD3:40365553-40365585_40348703-40348768_40366418-40366510	H3.1 K28
HNRNPA1:54283079-54283234_54282799-54282874_54283811-54283967	H3.1 K28
UQCRB:96231532-96231621_96230938-96231132_96231773-96231940	H3.1 K28
CLCC1:108962309-108962469_108950308-108950448_108963360-108963413	H3.1 K28
AZIN2:33101833-33101902_33098066-33098179_33117901-33118116	H3.1 K28
PTN:137236144-137236242_137227363-137228075_137251229-137251391	H3.1 K28
LDB2:16505840-16505982_16501540-16502873_16508534-16508686	H3.1 K28
MACF1:39480920-39481030_39479797-39480009_39484600-39484730	H3.1 K28
RPAIN:5425971-5428211_5422768-5422829_5432541-5432704	H3.1 K28
GANAB:62634310-62634375_62633441-62633514_62634820-62635000	H3.1 K28
PSME3IP1:57174169-57174286_57173727-57173869_57185820-57186055	H3.1 K28
MAPT:45971859-45971945_45962320-45962470_45978374-45978425	H3.1 K28
PBX3:125962102-125962214_125960683-125960849_125963011-125963101	H3.1 K28
RBPJ:26362446-26362628_26320806-26321048_26386352-26386391	H3.1 K28
TCF25:89878461-89878627_89873643-89873859_89883350-89883512	H3.1 K28
NUMA1:72012401-72012442_72010785-72010854_72012894-72016260	H3.1 K28
WNK1:879573-880031_877093-878361_880720-880814	H3.1 K28
CSNK1D:82249698-82250179_82249430-82249602_82251378-82251414	H3.1 K28
SNHG16:76558374-76559043_76557777-76557857_76561287-76561398	H3.1 K28
SNHG16:76558945-76559043_76557756-76557857_76561287-76561398	H3.1 K28
MEG3:100835736-100835879_100831420-100831534_100836166-100836300	H3.1 K28
MEG3:100835739-100835879_100829033-100831534_100836166-100836212	H3.1 K28
GRIK2:102063962-102064048_102055329-102055580_102068346-102070056	H3.1 K28
RAB11FIP3:491134-491268_488850-489000_496823-496859	H3.1 K28
INO80E:30001212-30004657_30000928-30001040_30005220-30005774	H3.1 K28
WBP1:74458997-74459098_74458399-74458671_74459642-74459745	H3.1 K28
WBP1:74459478-74459562_74458449-74458671_74459642-74459745	H3.1 K28
AFMID:78204828-78204900_78202702-78202751_78205945-78206050	H3.1 K28
PALM:740352-740483_736018-736078_746284-748326	H3.1 K28
DNM2:10796061-10796199_10795371-10795439_10797379-10797518	H3.1 K28
MTMR1:150712342-150712365_150699194-150699300_150718624-150718700	H3.1 K28
PLA2G6:38144896-38144978_38143236-38143288_38145437-38145653	H3.1 K28
RBM39:35739393-35739547_35738967-35739017_35740823-35740887	H3.1 K28
RHEB:151498089-151498180_151490942-151491014_151519459-151519851	H3.1 K28
IKZF1:50376533-50376793_50327378-50327757_50382539-50382707	H3.1 K28
SRSF11:70247117-70247149_70246817-70246907_70249951-70250047	H3.1 K28
PCP4:39926047-39926191_39898475-39898527_39928983-39929397	H3.1 K28
ASAP1:130361670-130361771_130358016-130358143_130401884-130401915	H3.1 K28
BRD9:869245-869394_865413-865581_870472-870575	H3.1 K28
TTLL7:83887177-83887284_83882962-83883136_83890320-83890342	H3.1 K28
PDE4DIP:148866414-148866505_148863249-148863305_148868470-148868618	H3.1 K28
VEGFA:43780732-43780785_43778888-43778918_43781955-43782087	H3.1 K28
VEGFA:43780732-43780803_43778888-43778918_43781955-43782087	H3.1 K28
VEGFA:43780732-43780854_43778888-43778918_43781955-43782087	H3.1 K28
PDZD2:32100862-32100963_32098596-32098634_32101104-32101239	H3.1 K28
CLCC1:108962309-108962464_108950308-108950448_108963360-108963450	H3.1 K28
UGP2:63842059-63842204_63840953-63841232_63856305-63856433	H3.1 K28
RAB11FIP1:37871278-37873179_37870419-37870528_37874514-37875322	H3.1 K28
LPP:188341663-188341719_188225404-188225527_188406111-188406313	H3.1 K28
INTS4:77987529-77987698_77981458-77981576_77991107-77991299	H3.1 K28
EDRF1:125729003-125729104_125725681-125725838_125729357-125729479	H3.1 K28
TEAD1:12878889-12878900_12864837-12864900_12879707-12879842	H3.1 K28
CPSF7:61421192-61421257_61420469-61420573_61421389-61421608	H3.1 K28
TMEM126B:85629132-85629262_85628592-85628688_85631686-85631808	H3.1 K28
SMIM7:16652605-16652961_16645660-16647261_16654034-16654125	H3.1 K28
ZDHHC7:84988763-84988873_84981869-84981994_84990303-84990635	H3.1 K28
TCF3:1615285-1615485_1612206-1612433_1615685-1615798	H3.1 K28
PRKAG1:49008426-49008599_49005742-49005852_49013061-49013110	H3.1 K28
ISCU:108567658-108567757_108567189-108567268_108568830-108569368	H3.1 K28
ADORA1:203150632-203150778_203128784-203129182_203165260-203166749	H3.1 K28
IP6K2:48715389-48715527_48694050-48695418_48717156-48717192	H3.1 K28
IP6K2:48715389-48715527_48694623-48695421_48717156-48717192	H3.1 K28
SGTA:2782570-2782658_2768968-2769091_2783232-2783270	H3.1 K28
MARK2:63906088-63906114_63904785-63905043_63908876-63909539	H3.1 K28
SEC13:10319139-10319316_10318049-10318094_10321049-10321084	H3.1 K28
ZNF548:57390722-57390845_57390004-57390114_57394187-57394223	H3.1 K28
FLNA:154365745-154365801_154365348-154365486_154366023-154366224	H3.1 K28
SNU13:41682356-41682587_41680243-41680364_41688793-41688895	H3.1 K28
GGT5:24220492-24220584_24219659-24220116_24224995-24225106	H3.1 K28
RAB5IF:36607890-36608000_36607714-36607818_36609600-36609730	H3.1 K28
DSTN:17591932-17592063_17570081-17570211_17600737-17601045	H3.1 K28
SNRPB:2467192-2467315_2465707-2465819_2467606-2467758	H3.1 K28
SNRNP70:49102114-49102173_49101389-49101471_49104633-49104735	H3.1 K28
SNRNP70:49102114-49102185_49101389-49101471_49104633-49104735	H3.1 K28
SNRNP70:49102114-49103587_49101389-49101471_49104633-49104735	H3.1 K28
HSD17B14:48813433-48813552_48813017-48813348_48813662-48813730	H3.1 K28
HSD17B14:48813456-48813552_48813017-48813348_48813662-48813730	H3.1 K28
MEGF8:42371350-42371482_42370700-42370831_42375506-42378765	H3.1 K28
FDFT1:11803322-11803518_11802610-11802931_11808793-11808891	H3.1 K28
ZNF273:64917030-64917118_64903287-64903419_64917580-64917707	H3.1 K28
CCM2:45071750-45071872_45069825-45069961_45072725-45072786	H3.1 K28
KCTD6:58494153-58494408_58492118-58492169_58498712-58498782	H3.1 K28
ZDHHC20:21381901-21381945_21381433-21381549_21382919-21383009	H3.1 K28
DBN1:177459603-177459740_177459097-177459268_177460431-177460555	H3.1 K28
HSF2:122427903-122427956_122423580-122423686_122431429-122431514	H3.1 K28
SIPA1L2:232404125-232404178_232403447-232403571_232415493-232415625	H3.1 K28
SNAP91:83614857-83614862_83610649-83610677_83616968-83617039	H3.1 K28
DST:56464685-56464756_56463564-56463764_56466077-56466195	H3.1 K28
FAIM:138610604-138611037_138608605-138608937_138621406-138621539	H3.1 K28
BPHL:3119285-3119512_3118375-3118847_3123656-3123760	H3.1 K28
TMEM11:21210936-21211227_21197953-21198840_21214090-21214161	H3.1 K28
TMEM11:21211067-21211227_21198255-21198840_21214090-21214163	H3.1 K28
LEF1:108081586-108081669_108079491-108079614_108083355-108083446	H3.1 K28
G3BP2:75653983-75654081_75648638-75648741_75655065-75655246	H3.1 K28
DNAJA3:4454811-4454927_4449553-4450497_4455545-4456772	H3.1 K28
NDUFA11:5901335-5901454_5896904-5896997_5903611-5903754	H3.1 K28
CGGBP1:88057191-88057292_88051949-88055999_88058018-88058223	H3.1 K28
ARHGEF10L:17613058-17613174_17607801-17607977_17616093-17616202	H3.1 K28
SBDSP1:72830692-72830813_72829466-72829783_72831601-72831798	H3.1 K28
SOX6:16095996-16096118_16055751-16055901_16097608-16097688	H3.1 K28
NFASC:204991292-204991306_204988632-204988806_205009556-205009688	H3.1 K28
ITGB1BP1:9419990-9420100_9418625-9418732_9423372-9423480	H3.1 K28
ZNF362:33270487-33270612_33256491-33256654_33276099-33276163	H3.1 K28
YPEL5:30155850-30155910_30146940-30147062_30156627-30156792	H3.1 K28
HP1BP3:20780345-20780540_20779811-20779911_20787194-20787307	H3.1 K28
RHOC:112703384-112703457_112702998-112703119_112703643-112703806	H3.1 K28
MAP4:47867246-47867338_47857430-47857512_47870812-47871105	H3.1 K28
GRIA4:105965947-105966061_105933721-105933969_105971913-105972028	H3.1 K28
TSC22D2:150423049-150423120_150408297-150411308_150457075-150457127	H3.1 K28
CASP2:143300380-143300440_143300203-143300294_143303783-143303933	H3.1 K28
EIF4G3:21001199-21001312_20997600-20997633_21002712-21002808	H3.1 K28
KLC1:103692359-103692425_103686862-103687211_103700654-103700727	H3.1 K28
P4HA1:73044981-73045051_73043886-73043957_73046924-73047101	H3.1 K28
CTSB:11864376-11864483_11853328-11853479_11868000-11868112	H3.1 K28
ATL1:50629995-50630009_50628030-50628462_50632228-50633045	H3.1 K28
ZFAND6:80098416-80098578_80059675-80059809_80120327-80120405	H3.1 K28
PLPP1:55490960-55491114_55475298-55475450_55534571-55534951	H3.1 K28
DGUOK:73950601-73950732_73946718-73946906_73958145-73958245	H3.1 K28
DGUOK:73950627-73950732_73946718-73946906_73958145-73958245	H3.1 K28
TAF6:100118518-100118649_100114053-100114268_100119203-100119238	H3.1 K28
KDM4C:7105402-7105500_7103684-7103870_7128065-7128236	H3.1 K28
